"Data";"Device ID";"Sequence number";"Timestamp"
"fe25f8ed0e0b001c000000";"00CEA299";"1966";"2021-11-22 10:02:14"
"fe23f8e50e100019020000";"00CEA299";"1965";"2021-11-22 09:55:17"
"fe1df8df0e11001b000000";"00CEA299";"1964";"2021-11-22 09:41:35"
"fe19f8e30e0f0019000000";"00CEA299";"1963";"2021-11-22 09:31:15"
"fe14f8e60e150018020000";"00CEA299";"1962";"2021-11-22 09:24:16"
"fe10f8e30e160011000000";"00CEA299";"1961";"2021-11-22 09:10:35"
"fe10f8e40e130011010000";"00CEA299";"1960";"2021-11-22 09:01:56"
"fe12f8e60e150018040000";"00CEA299";"1959";"2021-11-22 08:56:39"
"fe0df8e00e110014000000";"00CEA299";"1958";"2021-11-22 08:39:34"
"fe0ef8df0e0f0011000000";"00CEA299";"1957";"2021-11-22 08:29:14"
"fe0ef8e70e150011020000";"00CEA299";"1956";"2021-11-22 08:22:16"
"fe0df8e30e100016010000";"00CEA299";"1955";"2021-11-22 08:10:16"
"fe12f8de0e100014010000";"00CEA299";"1954";"2021-11-22 07:59:56"
"fe0bf8e20e130014010000";"00CEA299";"1953";"2021-11-22 07:49:35"
"fe10f8e70e140011000000";"00CEA299";"1952";"2021-11-22 07:37:34"
"fe10f8e90e0f0014000000";"00CEA299";"1951";"2021-11-22 07:27:14"
"fe0ff8e20e120014020000";"00CEA299";"1950";"2021-11-22 07:20:16"
"fe12f8e10e100014000000";"00CEA299";"1949";"2021-11-22 07:06:34"
"fe11f8db0e170013020000";"00CEA299";"1948";"2021-11-22 06:59:36"
"fe16f8e10e110016010000";"00CEA299";"1947";"2021-11-22 06:47:35"
"fe13f8e20e110010000000";"00CEA299";"1946";"2021-11-22 06:35:34"
"fe12f8dd0e140016010000";"00CEA299";"1945";"2021-11-22 06:26:54"
"fe17f8e30e150014020000";"00CEA299";"1944";"2021-11-22 06:18:16"
"fe18f8e50e0f0018000000";"00CEA299";"1943";"2021-11-22 06:04:34"
"fe20f8e10e170019020000";"00CEA299";"1942";"2021-11-22 05:57:36"
"fe25f8e00e13001c030000";"00CEA299";"1941";"2021-11-22 05:48:57"
"fe1cf8e40e0e001b000000";"00CEA299";"1940";"2021-11-22 05:33:33"
"fe1cf8dd0e10001f030000";"00CEA299";"1939";"2021-11-22 05:28:17"
"fe20f8e60e130018000000";"00CEA299";"1938";"2021-11-22 05:12:54"
"fe22f8df0e110019000000";"00CEA299";"1937";"2021-11-22 05:02:34"
"fe24f8ea0e13001b000000";"00CEA299";"1936";"2021-11-22 04:52:14"
"fe24f8e00e120018000000";"00CEA299";"1935";"2021-11-22 04:41:54"
"fe22f8db0e150026020000";"00CEA299";"1934";"2021-11-22 04:34:56"
"fe24f8da0e160018000000";"00CEA299";"1933";"2021-11-22 04:21:14"
"fe25f8d90e160019010000";"00CEA299";"1932";"2021-11-22 04:12:35"
"fe2af8e60e160016010000";"00CEA299";"1931";"2021-11-22 04:02:15"
"fe28f8e10e0e0021000000";"00CEA299";"1930";"2021-11-22 03:50:14"
"fe26f8e10e14001e020000";"00CEA299";"1929";"2021-11-22 03:43:16"
"fe28f8e20e14001c000000";"00CEA299";"1928";"2021-11-22 03:29:34"
"fe27f8df0e120018000000";"00CEA299";"1927";"2021-11-22 03:19:14"
"fe22f8d30e1a0019020000";"00CEA299";"1926";"2021-11-22 03:12:16"
"fe2cf8e50e150019010000";"00CEA299";"1925";"2021-11-22 03:00:15"
"fe32f8e60e16001b000000";"00CEA299";"1924";"2021-11-22 02:48:13"
"fe2af8dd0e10001e010000";"00CEA299";"1923";"2021-11-22 02:39:34"
"fe25f8dd0e150019000000";"00CEA299";"1922";"2021-11-22 02:27:34"
"fe23f8df0e18001b020000";"00CEA299";"1921";"2021-11-22 02:20:36"
"fe2df8e00e100023000000";"00CEA299";"1920";"2021-11-22 02:06:53"
"fe2df8e50e12001e020000";"00CEA299";"1919";"2021-11-22 01:59:55"
"fe38f8dd0e110024000000";"00CEA299";"1918";"2021-11-22 01:46:14"
"fe3af8e30e16001f020000";"00CEA299";"1917";"2021-11-22 01:39:15"
"fe3cf8de0e150021000000";"00CEA299";"1916";"2021-11-22 01:25:33"
"fe39f8d80e12001f010000";"00CEA299";"1915";"2021-11-22 01:16:54"
"fe34f8dc0e130021030000";"00CEA299";"1914";"2021-11-22 01:09:57"
"fe3ff8e20e130023020000";"00CEA299";"1913";"2021-11-22 00:57:56"
"fe37f8df0e170024030000";"00CEA299";"1912";"2021-11-22 00:49:17"
"fe3df8da0e160026020000";"00CEA299";"1911";"2021-11-22 00:37:15"
"fe3bf8d40e150021010000";"00CEA299";"1910";"2021-11-22 00:25:14"
"fe3af8db0e160023030000";"00CEA299";"1909";"2021-11-22 00:18:17"
"fe44f8da0e170023000000";"00CEA299";"1908";"2021-11-22 00:02:53"
"fe46f8db0e130024000000";"00CEA299";"1907";"2021-11-21 23:52:33"
"fe50f8d70e150029010000";"00CEA299";"1906";"2021-11-21 23:43:54"
"fe4cf8e80e170026040000";"00CEA299";"1905";"2021-11-21 23:38:38"
"fe49f8e20e1a0024040000";"00CEA299";"1904";"2021-11-21 23:28:17"
